PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Liu, XG; Wang, HW; Hu, XJ; Li, K; Liu, ZF; Wu, YJ; Huang, CL				Liu, Xiaogang; Wang, Hongwu; Hu, Xiaojiao; Li, Kun; Liu, Zhifang; Wu, Yujin; Huang, Changling			Improving Genomic Selection With Quantitative Trait Loci and Nonadditive Effects Revealed by Empirical Evidence in Maize	FRONTIERS IN PLANT SCIENCE																	wang, hw/HZH-3227-2023														1664-462X					SEP 18	2019	10								1129	10.3389/fpls.2019.01129	http://dx.doi.org/10.3389/fpls.2019.01129								31620155					WOS:000486486000001
J	Chamarthi, SK; Kaler, AS; Abdel-Haleem, H; Fritschi, FB; Gillman, JD; Ray, JD; Smith, JR; Dhanapal, AP; King, CA; Purcell, LC				Chamarthi, Siva K.; Kaler, Avjinder S.; Abdel-Haleem, Hussein; Fritschi, Felix B.; Gillman, Jason D.; Ray, Jeffery D.; Smith, James R.; Dhanapal, Arun P.; King, Charles A. .; Purcell, Larry C.			Identification and Confirmation of Loci Associated With Canopy Wilting in Soybean Using Genome-Wide Association Mapping	FRONTIERS IN PLANT SCIENCE																	abdel-haleem, hussein/F-6167-2011; Purcell, Larry/AAA-5986-2022; chamarthi, Sivakumar/AAA-4776-2021	Chamarthi, Sivakumar/0000-0002-9140-5614													1664-462X					JUL 14	2021	12								698116	10.3389/fpls.2021.698116	http://dx.doi.org/10.3389/fpls.2021.698116								34335664					WOS:000680023500001
J	Robert, P; Auzanneau, J; Goudemand, E; Oury, FX; Rolland, B; Heumez, E; Bouchet, S; Le Gouis, J; Rincent, R				Robert, Pauline; Auzanneau, Jerome; Goudemand, Ellen; Oury, Francois-Xavier; Rolland, Bernard; Heumez, Emmanuel; Bouchet, Sophie; Le Gouis, Jacques; Rincent, Renaud			Phenomic selection in wheat breeding: identification and optimisation of factors influencing prediction accuracy and comparison to genomic selection	THEORETICAL AND APPLIED GENETICS																	Rincent, Renaud/ACR-2023-2022	Rincent, Renaud/0000-0003-0885-0969; Bouchet, Sophie/0000-0001-5868-3359; Robert, Pauline/0000-0002-6314-180X; Le Gouis, Jacques/0000-0001-5726-4902													0040-5752	1432-2242				MAR	2022	135	3					895	914		10.1007/s00122-021-04005-8	http://dx.doi.org/10.1007/s00122-021-04005-8		JAN 2022						34988629					WOS:000739278800001
J	Tanaka, R; Mandaharisoa, ST; Rakotondramanana, M; Ranaivo, HN; Pariasca-Tanaka, J; Kajiya-Kanegae, H; Iwata, H; Wissuwa, M				Tanaka, Ryokei; Mandaharisoa, Sarah Tojo; Rakotondramanana, Mbolatantely; Ranaivo, Harisoa Nicole; Pariasca-Tanaka, Juan; Kajiya-Kanegae, Hiromi; Iwata, Hiroyoshi; Wissuwa, Matthias			From gene banks to farmer's fields: using genomic selection to identify donors for a breeding program in rice to close the yield gap on smallholder farms	THEORETICAL AND APPLIED GENETICS																	Kanegae, Hiromi/AFS-0023-2022	Kanegae, Hiromi/0000-0002-5719-7559; Wissuwa, Matthias/0000-0003-3505-9398; Tanaka, Ryokei/0000-0002-3479-377X													0040-5752	1432-2242				OCT	2021	134	10					3397	3410		10.1007/s00122-021-03909-9	http://dx.doi.org/10.1007/s00122-021-03909-9		JUL 2021						34264372					WOS:000673902900001
J	Hammer, G; Messina, C; Wu, A; Cooper, M				Hammer, Graeme; Messina, Charlie; Wu, Alex; Cooper, Mark			Biological reality and parsimony in crop models-why we need both in crop improvement!	IN SILICO PLANTS																	Wu, Alex/C-3513-2017; Hammer, Graeme L/A-3785-2008	Wu, Alex/0000-0002-6612-7691; Hammer, Graeme L/0000-0002-1180-7374; Messina, Carlos/0000-0002-5501-9281														2517-5025					2019	1	1							diz010	10.1093/insilicoplants/diz010	http://dx.doi.org/10.1093/insilicoplants/diz010													WOS:000729237800013
J	Sang, ZQ; Wang, H; Yang, YX; Zhang, ZQ; Liu, XG; Li, ZW; Xu, YB				Sang, Zhiqin; Wang, Hui; Yang, Yuxin; Zhang, Zhanqin; Liu, Xiaogang; Li, Zhiwei; Xu, Yunbi			Epistasis Activation Contributes Substantially to Heterosis in Temperate by Tropical Maize Hybrids	FRONTIERS IN PLANT SCIENCE																	yang, yx/GZM-0464-2022														1664-462X					JUL 11	2022	13								921608	10.3389/fpls.2022.921608	http://dx.doi.org/10.3389/fpls.2022.921608								35898210					WOS:000831232900001
J	Michel, S; Kummer, C; Gallee, M; Hellinger, J; Ametz, C; Akgol, B; Epure, D; Gungor, H; Loschenberger, F; Buerstmayr, H				Michel, Sebastian; Kummer, Christian; Gallee, Martin; Hellinger, Jakob; Ametz, Christian; Akgol, Batuhan; Epure, Doru; Gungor, Huseyin; Loeschenberger, Franziska; Buerstmayr, Hermann			Improving the baking quality of bread wheat by genomic selection in early generations	THEORETICAL AND APPLIED GENETICS																	Buerstmayr, Hermann/AAG-8583-2021; Güngör, Hüseyin/AAH-3048-2020; Epure, Doru-Gabriel/T-9794-2018	Güngör, Hüseyin/0000-0001-6708-6337; Michel, Sebastian/0000-0001-6636-2694; Buerstmayr, Hermann/0000-0002-0748-2351; Epure, Doru-Gabriel/0000-0002-6209-2794													0040-5752	1432-2242				FEB	2018	131	2					477	493		10.1007/s00122-017-2998-x	http://dx.doi.org/10.1007/s00122-017-2998-x								29063161					WOS:000423400100017
J	Hassan, MA; Yang, MJ; Fu, LP; Rasheed, A; Zheng, BY; Xia, XC; Xiao, YG; He, ZH				Hassan, Muhammad Adeel; Yang, Mengjiao; Fu, Luping; Rasheed, Awais; Zheng, Bangyou; Xia, Xianchun; Xiao, Yonggui; He, Zhonghu			Accuracy assessment of plant height using an unmanned aerial vehicle for quantitative genomic analysis in bread wheat	PLANT METHODS																	Zheng, Bangyou/D-6832-2011; Xia, Xianchun/L-2402-2015; Rasheed, Awais/A-1623-2010; He, Zhonghu/E-1625-2015; Hassan, Muhammad Adeel/Q-8450-2019	Rasheed, Awais/0000-0003-2528-708X; He, Zhonghu/0000-0003-1384-3712													1746-4811					APR 15	2019	15								37	10.1186/s13007-019-0419-7	http://dx.doi.org/10.1186/s13007-019-0419-7								31011362					WOS:000464840900001
J	Tiede, T; Smith, KP				Tiede, Tyler; Smith, Kevin P.			Evaluation and retrospective optimization of genomic selection for yield and disease resistance in spring barley	MOLECULAR BREEDING																		Smith, Kevin/0000-0001-8253-3326													1380-3743	1572-9788				MAY	2018	38	5							55	10.1007/s11032-018-0820-3	http://dx.doi.org/10.1007/s11032-018-0820-3													WOS:000432174400014
J	Raffo, MA; Sarup, P; Andersen, JR; Orabi, J; Jahoor, A; Jensen, J				Raffo, Miguel Angel; Sarup, Pernille; Andersen, Jeppe Reitan; Orabi, Jihad; Jahoor, Ahmed; Jensen, Just			Integrating a growth degree-days based reaction norm methodology and multi-trait modeling for genomic prediction in wheat	FRONTIERS IN PLANT SCIENCE																	; Sarup, Pernille/B-8632-2014	Raffo, Miguel/0000-0002-5330-0117; Sarup, Pernille/0000-0002-5838-1251; Orabi, Jihad/0000-0001-9641-6657													1664-462X					SEP 2	2022	13								939448	10.3389/fpls.2022.939448	http://dx.doi.org/10.3389/fpls.2022.939448								36119585					WOS:000883566600001
J	Alemu, A; Batista, L; Singh, PK; Ceplitis, A; Chawade, A				Alemu, Admas; Batista, Lorena; Singh, Pawan K.; Ceplitis, Alf; Chawade, Aakash			Haplotype-tagged SNPs improve genomic prediction accuracy for Fusarium head blight resistance and yield-related traits in wheat	THEORETICAL AND APPLIED GENETICS																	Alemu, Admas/GQB-0049-2022; Chawade, Aakash/G-7750-2011; Batista, Lorena G/I-4094-2016	Alemu, Admas/0000-0001-7056-2699; Chawade, Aakash/0000-0002-6500-4139; Batista, Lorena G/0000-0001-8472-8776													0040-5752	1432-2242				APR	2023	136	4							92	10.1007/s00122-023-04352-8	http://dx.doi.org/10.1007/s00122-023-04352-8								37009920					WOS:000961831800002
J	Norman, A; Taylor, J; Tanaka, E; Telfer, P; Edwards, J; Martinant, JP; Kuchel, H				Norman, Adam; Taylor, Julian; Tanaka, Emi; Telfer, Paul; Edwards, James; Martinant, Jean-Pierre; Kuchel, Haydn			Increased genomic prediction accuracy in wheat breeding using a large Australian panel	THEORETICAL AND APPLIED GENETICS																	Taylor, Julian/AAO-6302-2020	Taylor, Julian/0000-0002-9145-052X; Tanaka, Emi/0000-0002-1455-259X; Norman, Adam/0000-0002-0794-4907													0040-5752	1432-2242				DEC	2017	130	12					2543	2555		10.1007/s00122-017-2975-4	http://dx.doi.org/10.1007/s00122-017-2975-4								28887586					WOS:000414503500006
J	Wen, WW; Guo, TT; Tovar, VHC; Li, HH; Yan, JB; Taba, S				Wen, Weiwei; Guo, Tingting; Tovar, Victor H. Chavez; Li, Huihui; Yan, Jianbing; Taba, Suketoshi			The strategy and potential utilization of temperate germplasm for tropical germplasm improvement: a case study of maize (Zea mays L.)	MOLECULAR BREEDING																	Wen, Weiwei/AAU-5240-2021	Guo, Tingting/0000-0002-6647-6998													1380-3743	1572-9788				APR	2012	29	4			SI		951	962		10.1007/s11032-011-9696-1	http://dx.doi.org/10.1007/s11032-011-9696-1													WOS:000304645700010
J	Li, JL; Cheng, DH; Guo, SW; Chen, C; Wang, YW; Zhong, Y; Qi, XL; Liu, ZK; Wang, D; Wang, YD; Liu, WX; Liu, CX; Chen, SJ				Li, Jinlong; Cheng, Dehe; Guo, Shuwei; Chen, Chen; Wang, Yuwen; Zhong, Yu; Qi, Xiaolong; Liu, Zongkai; Wang, Dong; Wang, Yuandong; Liu, Wenxin; Liu, Chenxu; Chen, Shaojiang			Genome-wide association and genomic prediction for resistance to southern corn rust in DH and testcross populations	FRONTIERS IN PLANT SCIENCE																															1664-462X					JAN 26	2023	14								1109116	10.3389/fpls.2023.1109116	http://dx.doi.org/10.3389/fpls.2023.1109116								36778694					WOS:000928659600001
J	Lozada, D; Godoy, JV; Murray, TD; Ward, BP; Carter, AH				Lozada, Dennis; Godoy, Jayfred V.; Murray, Timothy D.; Ward, Brian P.; Carter, Arron H.			Genetic Dissection of Snow Mold Tolerance in US Pacific Northwest Winter Wheat Through Genome-Wide Association Study and Genomic Selection	FRONTIERS IN PLANT SCIENCE																	Murray, Timothy D/A-9771-2016; Carter, Arron H/E-9631-2019	Murray, Timothy D/0000-0002-6772-202X; Carter, Arron H/0000-0002-8019-6554; Ward, Brian/0000-0002-4129-7934													1664-462X					OCT 29	2019	10								1337	10.3389/fpls.2019.01337	http://dx.doi.org/10.3389/fpls.2019.01337								31736994					WOS:000497684000001
J	Fonseca, JMO; Klein, PE; Crossa, J; Pacheco, A; Perez-Rodriguez, P; Ramasamy, P; Klein, R; Rooney, WL				Fonseca, Jales M. O.; Klein, Patricia E.; Crossa, Jose; Pacheco, Angela; Perez-Rodriguez, Paulino; Ramasamy, Perumal; Klein, Robert; Rooney, William L.			Assessing combining abilities, genomic data, and genotype x environment interactions to predict hybrid grain sorghum performance	PLANT GENOME																	Fonseca, Jales/ABE-2913-2021	Fonseca, Jales/0000-0002-1195-6193; Pacheco Gil, Rosa Angela/0000-0002-7213-6391; Klein, Robert/0000-0001-6421-5770; Crossa, Jose/0000-0001-9429-5855; Klein, Patricia/0000-0002-5704-1052; Rooney, William/0000-0001-7953-1856; Perumal, Ramasamy/0000-0002-0649-8853														1940-3372				NOV	2021	14	3							e20127	10.1002/tpg2.20127	http://dx.doi.org/10.1002/tpg2.20127		AUG 2021						34370387					WOS:000683012600001
J	Bayer, PE; Petereit, J; Danilevicz, MF; Anderson, R; Batley, J; Edwards, D				Bayer, Philipp E.; Petereit, Jakob; Danilevicz, Monica Furaste; Anderson, Robyn; Batley, Jacqueline; Edwards, David			The application of pangenomics and machine learning in genomic selection in plants	PLANT GENOME																	Bayer, Philipp Emanuel/L-4481-2018; Petereit, Jakob/AAY-9428-2021; Edwards, David/H-3710-2015; Batley, Jacqueline/A-5723-2008	Bayer, Philipp Emanuel/0000-0001-8530-3067; Petereit, Jakob/0000-0003-2159-0380; Edwards, David/0000-0001-7599-6760; Batley, Jacqueline/0000-0002-5391-5824; Anderson, Robyn/0000-0002-4872-3932; Danilevicz, Monica Furaste/0000-0001-7599-8184														1940-3372				NOV	2021	14	3							e20112	10.1002/tpg2.20112	http://dx.doi.org/10.1002/tpg2.20112		JUL 2021						34288550					WOS:000674850800001
J	Bayer, PE; Petereit, J; Danilevicz, MF; Anderson, R; Batley, J; Edwards, D				Bayer, Philipp E.; Petereit, Jakob; Danilevicz, Monica Furaste; Anderson, Robyn; Batley, Jacqueline; Edwards, David			The application of pangenomics and machine learning in genomic selection in plants	PLANT GENOME																	Edwards, David/H-3710-2015; Bayer, Philipp Emanuel/L-4481-2018	Edwards, David/0000-0001-7599-6760; Bayer, Philipp Emanuel/0000-0001-8530-3067; Anderson, Robyn/0000-0002-4872-3932														1940-3372				NOV	2021	14	3																						WOS:000754723000004
J	Sun, J; Rutkoski, JE; Poland, JA; Crossa, J; Jannink, JL; Sorrells, ME				Sun, Jin; Rutkoski, Jessica E.; Poland, Jesse A.; Crossa, Jose; Jannink, Jean-Luc; Sorrells, Mark E.			Multitrait, Random Regression, or Simple Repeatability Model in High-Throughput Phenotyping Data Improve Genomic Prediction for Wheat Grain Yield	PLANT GENOME																	Rutkoski, Jessica/Y-9255-2019; Crossa, Jose/AAE-7898-2019; Poland, Jesse/HKO-1284-2023	Rutkoski, Jessica/0000-0001-8435-4049; Jannink, Jean-Luc/0000-0003-4849-628X													1940-3372					JUL	2017	10	2								10.3835/plantgenome2016.11.0111	http://dx.doi.org/10.3835/plantgenome2016.11.0111								28724067					WOS:000410819500014
J	Gowda, M; Makumbi, D; Das, B; Nyaga, C; Kosgei, T; Crossa, J; Beyene, Y; Montesinos-Lopez, OA; Olsen, MS; Prasanna, BM				Gowda, Manje; Makumbi, Dan; Das, Biswanath; Nyaga, Christine; Kosgei, Titus; Crossa, Jose; Beyene, Yoseph; Montesinos-Lopez, Osval A.; Olsen, Michael S.; Prasanna, Boddupalli M.			Genetic dissection of Striga hermonthica (Del.) Benth. resistance via genome-wide association and genomic prediction in tropical maize germplasm	THEORETICAL AND APPLIED GENETICS																		Montesinos-Lopez, Osval Antonio/0000-0002-3973-6547													0040-5752	1432-2242				MAR	2021	134	3					941	958		10.1007/s00122-020-03744-4	http://dx.doi.org/10.1007/s00122-020-03744-4		JAN 2021						33388884					WOS:000604491800005
J	Zhang-Biehn, S; Fritz, AK; Zhang, GR; Evers, B; Regan, R; Poland, J				Zhang-Biehn, Shichen; Fritz, Allan K.; Zhang, Guorong; Evers, Byron; Regan, Rebecca; Poland, Jesse			Accelerating wheat breeding for end-use quality through association mapping and multivariate genomic prediction	PLANT GENOME																	Poland, Jesse/HKO-1284-2023	Evers, Byron/0000-0003-1840-5842														1940-3372				NOV	2021	14	3							e20164	10.1002/tpg2.20164	http://dx.doi.org/10.1002/tpg2.20164		NOV 2021						34817128					WOS:000721789700001
J	Li, XH; Wei, YL; Acharya, A; Hansen, JL; Crawford, JL; Viands, DR; Michaud, R; Claessens, A; Brummer, EC				Li, Xuehui; Wei, Yanling; Acharya, Ananta; Hansen, Julie L.; Crawford, Jamie L.; Viands, Donald R.; Michaud, Real; Claessens, Annie; Brummer, E. Charles			Genomic Prediction of Biomass Yield in Two Selection Cycles of a Tetraploid Alfalfa Breeding Population	PLANT GENOME																																1940-3372				JUL	2015	8	2								10.3835/plantgenome2014.12.0090	http://dx.doi.org/10.3835/plantgenome2014.12.0090								33228301					WOS:000358444200025
J	Gowda, M; Das, B; Makumbi, D; Babu, R; Semagn, K; Mahuku, G; Olsen, MS; Bright, JM; Beyene, Y; Prasanna, BM				Gowda, Manje; Das, Biswanath; Makumbi, Dan; Babu, Raman; Semagn, Kassa; Mahuku, George; Olsen, Michael S.; Bright, Jumbo M.; Beyene, Yoseph; Prasanna, Boddupalli M.			Genome-wide association and genomic prediction of resistance to maize lethal necrosis disease in tropical maize germplasm	THEORETICAL AND APPLIED GENETICS																	Semagn, Kassa/S-8858-2017; Gowda, Manje/AAH-4207-2019; Gowda, Manje/AAG-2251-2019	Semagn, Kassa/0000-0001-6486-5685; Gowda, Manje/0000-0003-4434-6364; Boddupalli, Prasanna/0000-0002-5761-2273													0040-5752	1432-2242				OCT	2015	128	10					1957	1968		10.1007/s00122-015-2559-0	http://dx.doi.org/10.1007/s00122-015-2559-0								26152570					WOS:000361545100005
J	Mahone, GS; Frisch, M; Bauer, E; Haseneyer, G; Miedaner, T; Falke, KC				Mahone, Gregory S.; Frisch, Matthias; Bauer, Eva; Haseneyer, Grit; Miedaner, Thomas; Falke, Karen Christin			Detection of donor effects in a rye introgression population with genome-wide prediction	PLANT BREEDING																	Bauer, Eva/A-6960-2011; Frisch, Matthias/R-1564-2019	Bauer, Eva/0000-0002-4820-2846; Frisch, Matthias/0000-0003-4234-8972; Miedaner, Thomas/0000-0002-9541-3726													0179-9541	1439-0523				AUG	2015	134	4					406	415		10.1111/pbr.12283	http://dx.doi.org/10.1111/pbr.12283													WOS:000359064000007
J	Lell, M; Reif, J; Zhao, YS				Lell, Moritz; Reif, Jochen; Zhao, Yusheng			Optimizing the setup of multienvironmental hybrid wheat yield trials for boosting the selection capability	PLANT GENOME																		Zhao, Yusheng/0000-0001-6783-5182; Reif, Jochen/0000-0002-6742-265X														1940-3372				NOV	2021	14	3							e20150	10.1002/tpg2.20150	http://dx.doi.org/10.1002/tpg2.20150		SEP 2021						34541826					WOS:000697913800001
J	Bancic, J; Werner, CR; Gaynor, RC; Gorjanc, G; Odeny, DA; Ojulong, HF; Dawson, IK; Hoad, SP; Hickey, JM				Bancic, Jon; Werner, Christian R.; Gaynor, R. Chris; Gorjanc, Gregor; Odeny, Damaris A.; Ojulong, Henry F.; Dawson, Ian K.; Hoad, Stephen P.; Hickey, John M.			Modeling Illustrates That Genomic Selection Provides New Opportunities for Intercrop Breeding	FRONTIERS IN PLANT SCIENCE																	Gorjanc, Gregor/D-3684-2014; Odeny, Damaris Achieng/ISB-5121-2023	Gorjanc, Gregor/0000-0001-8008-2787; Dawson, Ian/0000-0003-4245-6973; Hoad, Steve/0000-0003-3621-4265; Bancic, Jon/0000-0001-7077-7163													1664-462X					FEB 9	2021	12								605172	10.3389/fpls.2021.605172	http://dx.doi.org/10.3389/fpls.2021.605172								33633761					WOS:000620579400001
J	Neiff, N; Perez, LG; Lugo, JAM; Martinez, C; Kettler, BA; Dhliwayo, T; Babu, R; Trachsel, S				Neiff, Nicolas; Gonzalez Perez, Lorena; Mendoza Lugo, Jose Alberto; Martinez, Carlos; Araceli Kettler, Belen; Dhliwayo, Thanda; Babu, Raman; Trachsel, Samuel			QTL and genomic prediction accuracy for grain yield and secondary traits in a maize population under heat and heat-drought stresses	JOURNAL OF CROP IMPROVEMENT																		Neiff, Nicolas/0000-0001-8521-9594													1542-7528	1542-7536				SEP 3	2023	37	5					709	734		10.1080/15427528.2022.2145591	http://dx.doi.org/10.1080/15427528.2022.2145591		NOV 2022											WOS:000888820900001
J	Lyra, DH; Virlet, N; Sadeghi-Tehran, P; Hassall, KL; Wingen, LU; Orford, S; Griffiths, S; Hawkesford, MJ; Slavov, GT				Lyra, Danilo H.; Virlet, Nicolas; Sadeghi-Tehran, Pouria; Hassall, Kirsty L.; Wingen, Luzie U.; Orford, Simon; Griffiths, Simon; Hawkesford, Malcolm J.; Slavov, Gancho T.			Functional QTL mapping and genomic prediction of canopy height in wheat measured using a robotic field phenotyping platform	JOURNAL OF EXPERIMENTAL BOTANY																	Wingen, Luzie/AAF-3703-2019; Hawkesford, Malcolm John/AAE-1522-2022; Hassall, Kirsty/AAD-3222-2019; Lyra, Danilo Hottis/L-8456-2014	Wingen, Luzie/0000-0002-4682-4764; Hassall, Kirsty/0000-0003-0033-1136; Sadeghi-Tehran, Pouria/0000-0003-0352-227X; Hawkesford, Malcolm/0000-0001-8759-3969; Virlet, Nicolas/0000-0001-6030-4282; Hottis Lyra, Danilo/0000-0002-2214-1555													0022-0957	1460-2431				MAR 25	2020	71	6					1885	1898		10.1093/jxb/erz545	http://dx.doi.org/10.1093/jxb/erz545								32097472					WOS:000545408900013
J	Zhu, XT; Leiser, WL; Hahn, V; Wurschum, T				Zhu, Xintian; Leiser, Willmar L.; Hahn, Volker; Wuerschum, Tobias			Training set design in genomic prediction with multiple biparental families	PLANT GENOME																		Hahn, Volker/0000-0003-4837-1460; Zhu, Xintian/0000-0001-8597-2762; Leiser, Willmar Lukas/0000-0001-5964-5610														1940-3372				NOV	2021	14	3							e20124	10.1002/tpg2.20124	http://dx.doi.org/10.1002/tpg2.20124		JUL 2021						34302722					WOS:000677202600001
J	Hu, NY; Du, CH; Zhang, WQ; Liu, Y; Zhang, YH; Zhao, ZG; Wang, ZM				Hu, Naiyue; Du, Chenghang; Zhang, Wanqing; Liu, Ying; Zhang, Yinghua; Zhao, Zhigan; Wang, Zhimin			Did Wheat Breeding Simultaneously Improve Grain Yield and Quality of Wheat Cultivars Releasing over the Past 20 Years in China?	AGRONOMY-BASEL																	Zhang, Yinghua/HGE-7633-2022	Zhang, Yinghua/0000-0002-1356-6084; Hu, Naiyue/0009-0006-4163-6453; Du, Chenghang/0000-0003-4749-539X														2073-4395				SEP	2022	12	9							2109	10.3390/agronomy12092109	http://dx.doi.org/10.3390/agronomy12092109													WOS:000858140300001
