"Publication_Type","Authors","Article_Name","Journal","Year","Type"
"J","LaFayette, PR; Kane, PM; Phan, BH; Parrott, WA","Arabitol dehydrogenase as a selectable marker for rice","PLANT CELL REPORTS",2005,"Transgenic"
"J","Wang, GP; Zhang, XY; Li, F; Luo, Y; Wang, W","Overaccumulation of glycine betaine enhances tolerance to drought and heat stress in wheat leaves in the protection of photosynthesis","PHOTOSYNTHETICA",2010,"Transgenic"
"J","Choudhary, P; Muthamilarasan, M","Modulating physiological and transcriptional regulatory mechanisms for enhanced climate resilience in cereal crops","JOURNAL OF PLANT PHYSIOLOGY",2022,"Transgenic"
"J","Bonfim, K; Faria, JC; Nogueira, EOPL; Mendes, EA; Aragao, FJL","RNAi-mediated resistance to Bean golden mosaic virus in genetically engineered common bean (Phaseolus vulgaris)","MOLECULAR PLANT-MICROBE INTERACTIONS",2007,"Transgenic"
"J","Zhen, FX; Zhou, JJ; Mahmood, A; Wang, W; Chang, XN; Liu, B; Liu, LL; Cao, WX; Zhu, Y; Tang, L","Quantifying the effects of short-term heat stress at booting stage on nonstructural carbohydrates remobilization in rice","CROP JOURNAL",2020,"Transgenic"
"J","Khan, N; Zhang, YF; Wang, JY; Li, YY; Chen, X; Yang, LL; Zhang, J; Li, CN; Li, L; Rehman, SU; Reynolds, MP; Zhang, LC; Zhang, XY; Mao, XG; Jing, RL","TaGSNE, a WRKY transcription factor, overcomes the trade-off between grain size and grain number in common wheat and is associated with root development","JOURNAL OF EXPERIMENTAL BOTANY",2022,"Transgenic"
"J","LEIDREITER, K; HEINEKE, D; HELDT, HW; MULLERROBER, B; SONNEWALD, U; WILLMITZER, L","LEAF-SPECIFIC ANTISENSE INHIBITION OF STARCH BIOSYNTHESIS IN TRANSGENIC POTATO PLANTS LEADS TO AN INCREASE IN PHOTOASSIMILATE EXPORT FROM SOURCE LEAVES DURING THE LIGHT PERIOD","PLANT AND CELL PHYSIOLOGY",1995,"Transgenic"
"J","Raineri, J; Ribichich, KF; Chan, RL","The sunflower transcription factor HaWRKY76 confers drought and flood tolerance to Arabidopsis thaliana plants without yield penalty","PLANT CELL REPORTS",2015,"Transgenic"
"J","Wirth, J; Poletti, S; Aeschlimann, B; Yakandawala, N; Drosse, B; Osorio, S; Tohge, T; Fernie, AR; Gunther, D; Gruissem, W; Sautter, C","Rice endosperm iron biofortification by targeted and synergistic action of nicotianamine synthase and ferritin","PLANT BIOTECHNOLOGY JOURNAL",2009,"Transgenic"
"J","Kang, L; Ji, CY; Kim, SH; Ke, Q; Park, SC; Kim, HS; Lee, HU; Lee, JS; Park, WS; Ahn, MJ; Lee, HS; Deng, XP; Kwak, SS","Suppression of the beta-carotene hydroxylase gene increases beta-carotene content and tolerance to abiotic stress in transgenic sweetpotato plants Le Kang","PLANT PHYSIOLOGY AND BIOCHEMISTRY",2017,"Transgenic"
"J","Joshi, R; Ramanarao, MV; Lee, S; Kato, N; Baisakh, N","Ectopic expression of ADP ribosylation factor 1 (SaARF1) from smooth cordgrass (Spartina alterniflora Loisel) confers drought and salt tolerance in transgenic rice and Arabidopsis","PLANT CELL TISSUE AND ORGAN CULTURE",2014,"Transgenic"
"J","Veramendi, J; Roessner, U; Renz, A; Willmitzer, L; Trethewey, RN","Antisense repression of hexokinase 1 leads to an overaccumulation of starch in leaves of transgenic potato plants but not to significant changes in tuber carbohydrate metabolism","PLANT PHYSIOLOGY",1999,"Transgenic"
"J","Yang, ZJ; Gao, Z; Zhou, HW; He, Y; Liu, YX; Lai, YL; Zheng, JK; Li, XX; Liao, H","GmPTF1 modifies root architecture responses to phosphate starvation primarily through regulating GmEXPB2 expression in soybean","PLANT JOURNAL",2021,"Transgenic"
"J","Chen, G; Liu, CL; Gao, ZY; Zhang, Y; Jiang, HZ; Zhu, L; Ren, DY; Yu, L; Xu, GH; Qian, Q","OsHAK1, a High-Affinity Potassium Transporter, Positively Regulates Responses to Drought Stress in Rice","FRONTIERS IN PLANT SCIENCE",2017,"Transgenic"
"J","Abreu, FRM; Dedicova, B; Vianello, RP; Lanna, AC; de Oliveira, JAV; Vieira, AF; Morais, OP; Mendonca, JA; Brondani, C","Overexpression of a phospholipase (OsPLD alpha 1) for drought tolerance in upland rice (Oryza sativa L.)","PROTOPLASMA",2018,"Transgenic"
"J","Knodler, M; Ruhl, C; Emonts, J; Buyel, JF","Seasonal Weather Changes Affect the Yield and Quality of Recombinant Proteins Produced in Transgenic Tobacco Plants in a Greenhouse Setting","FRONTIERS IN PLANT SCIENCE",2019,"Transgenic"
"J","Chen, C; Begcy, K; Liu, K; Folsom, JJ; Wang, Z; Zhang, C; Walia, H","Heat stress yields a unique MADS box transcription factor in determining seed size and thermal sensitivity","PLANT PHYSIOLOGY",2016,"Transgenic"
"J","Dai, ZY; Wang, J; Yang, XF; Lu, H; Miao, XX; Shi, ZY","Modulation of plant architecture by the miR156f-OsSPL7-OsGH3.8 pathway in rice","JOURNAL OF EXPERIMENTAL BOTANY",2018,"Transgenic"
"J","Berry, C; VanEck, JM; Kitto, SL; Smigocki, A","Agrobacterium-mediated transformation of commercial mints","PLANT CELL TISSUE AND ORGAN CULTURE",1996,"Transgenic"
"J","Shang, XL; Xie, RR; Tian, H; Wang, QL; Guo, FQ","Putative zeatin O-glucosyltransferase OscZOG1 regulates root and shoot development and formation of agronomic traits in rice","JOURNAL OF INTEGRATIVE PLANT BIOLOGY",2016,"Transgenic"
"J","Chen, JH; Chen, ST; He, NY; Wang, QL; Zhao, Y; Gao, W; Guo, FQ","Nuclear-encoded synthesis of the D1 subunit of photosystem II increases photosynthetic efficiency and crop yield","NATURE PLANTS",2020,"Transgenic"
"J","Kuzmicheva, YV; Shaposhnikov, AI; Petrova, SN; Makarova, NM; Tychinskaya, IL; Puhalsky, JV; Parahin, NV; Tikhonovich, IA; Belimov, AA","Variety specific relationships between effects of rhizobacteria on root exudation, growth and nutrient uptake of soybean","PLANT AND SOIL",2017,"Transgenic"
"J","Gao, XY; Zhang, JQ; Li, JB; Wang, YJ; Zhang, R; Du, HY; Yin, J; Cai, G; Wang, RQ; Zhang, BY; Zhao, Z; Zhang, HS; Huang, J","The phosphoproteomic and interactomic landscape of qGL3/OsPPKL1-mediated brassinosteroid signaling in rice","PLANT JOURNAL",2022,"Transgenic"
"J","Yang, HB; Wei, H; Ma, GJ; Antunes, MS; Vogt, S; Cox, J; Zhang, X; Liu, XP; Bu, LT; Gleber, SC; Carpita, NC; Makowski, L; Himmel, ME; Tucker, MP; McCann, MC; Murphy, AS; Peer, WA","Cell wall targeted in planta iron accumulation enhances biomass conversion and seed iron concentration in Arabidopsis and rice","PLANT BIOTECHNOLOGY JOURNAL",2016,"Transgenic"
"J","Muoki, RC; Paul, A; Kaachra, A; Kumar, S","Membrane localized thaumatin-like protein from tea (CsTLP) enhanced seed yield and the plant survival under drought stress in Arabidopsis thaliana","PLANT PHYSIOLOGY AND BIOCHEMISTRY",2021,"Transgenic"
"J","He, WZ; Zhu, YH; Leng, YF; Yang, L; Zhang, B; Yang, JP; Zhang, X; Lan, H; Tang, HT; Chen, J; Gao, SB; Tan, J; Kang, JW; Deng, LC; Li, Y; He, YY; Rong, TZ; Cao, MJ","Transcriptomic Analysis Reveals Candidate Genes Responding Maize Gray Leaf Spot Caused by Cercospora zeina","PLANTS-BASEL",2021,"Transgenic"
"J","Park, YR; Choi, MJ; Park, SJ; Kang, H","Three zinc-finger RNA-binding proteins in cabbage (Brassica rapa) play diverse roles in seed germination and plant growth under normal and abiotic stress conditions","PHYSIOLOGIA PLANTARUM",2017,"Transgenic"
"J","Bhat, MA; Mir, RA; Kumar, V; Shah, AA; Zargar, SM; Rahman, S; Jan, AT","Mechanistic insights of CRISPR/Cas-mediated genome editing towards enhancing abiotic stress tolerance in plants","PHYSIOLOGIA PLANTARUM",2021,"Transgenic"
"J","Liu, JY; Zhang, YW; Han, X; Zuo, JF; Zhang, ZB; Shang, HH; Song, QJ; Zhang, YM","An evolutionary population structure model reveals pleiotropic effects of GmPDAT for traits related to seed size and oil content in soybean","JOURNAL OF EXPERIMENTAL BOTANY",2020,"Transgenic"
"J","Shim, JS; Oh, N; Chung, PJ; Kim, YS; Do Choi, Y; Kim, JK","Overexpression of OsNAC14 Improves Drought Tolerance in Rice","FRONTIERS IN PLANT SCIENCE",2018,"Transgenic"
"J","Park, S; Gupta, R; Krishna, R; Kim, ST; Lee, DY; Hwang, DJ; Bae, SC; Ahn, IP","Proteome Analysis of Disease Resistance against Ralstonia solanacearum in Potato Cultivar CT206-10","PLANT PATHOLOGY JOURNAL",2016,"Transgenic"
"J","Tian, QX; Shen, LK; Luan, JX; Zhou, ZZ; Guo, DS; Shen, Y; Jing, W; Zhang, BL; Zhang, Q; Zhang, WH","Rice shaker potassium channel OsAKT2 positively regulates salt tolerance and grain yield by mediating K+ redistribution","PLANT CELL AND ENVIRONMENT",2021,"Transgenic"
"J","Jin, YL; Tang, RJ; Wang, HH; Jiang, CM; Bao, Y; Yang, Y; Liang, MX; Sun, ZC; Kong, FJ; Li, B; Zhang, HX","Overexpression of Populus trichocarpa CYP85A3 promotes growth and biomass production in transgenic trees","PLANT BIOTECHNOLOGY JOURNAL",2017,"Transgenic"
"J","Low, YC; Lawton, MA; Di, R","Ethylene insensitive 2 (EIN2) as a potential target gene to enhance Fusarium head blight disease resistance","PLANT SCIENCE",2022,"Transgenic"
"J","Gibson, DJ; Gage, KL; Matthews, JL; Young, BG; Owen, MDK; Wilson, RG; Weller, SC; Shaw, DR; Jordan, DL","The effect of weed management systems and location on arable weed species communities in glyphosate-resistant cropping systems","APPLIED VEGETATION SCIENCE",2013,"Transgenic"
"J","Reddy, KN; Koger, CH","Live and killed hairy vetch cover crop effects on weeds and yield in glyphosate-resistant corn","WEED TECHNOLOGY",2004,"Transgenic"
"J","Lo, SF; Chatterjee, J; Biswal, AK; Liu, IL; Chang, YP; Chen, PJ; Wanchana, S; Elmido-Mabilangan, A; Nepomuceno, RA; Bandyopadhyay, A; Hsing, YI; Quick, WP","Closer vein spacing by ectopic expression of nucleotide-binding and leucine-rich repeat proteins in rice leaves","PLANT CELL REPORTS",2022,"Transgenic"
"J","Skolnikova, M; Skarpa, P; Ryant, P; Kozakova, Z; Antosovsky, J","Response of Winter Wheat (Triticum aestivum L.) to Fertilizers with Nitrogen-Transformation Inhibitors and Timing of Their Application under Field Conditions","AGRONOMY-BASEL",2022,"Transgenic"
"J","Weaver, DB; Sharpe, RR","Registration of 'Henderson' Soybean","JOURNAL OF PLANT REGISTRATIONS",2013,"Transgenic"
"J","Beres, BL; Hatfield, JL; Kirkegaard, JA; Eigenbrode, SD; Pan, WL; Lollato, RP; Hunt, JR; Strydhorst, S; Porker, K; Lyon, D; Ransom, J; Wiersma, J","Toward a Better Understanding of Genotype x Environment x Management Interactions-A Global Wheat Initiative Agronomic Research Strategy","FRONTIERS IN PLANT SCIENCE",2020,"Transgenic"
"J","Meng, XQ; Liu, SY; Dong, TT; Xu, T; Ma, DF; Pan, SY; Li, ZY; Zhu, MK","Comparative Transcriptome and Proteome Analysis of Salt-Tolerant and Salt-Sensitive Sweet Potato and Overexpression ofIbNAC7Confers Salt Tolerance inArabidopsis","FRONTIERS IN PLANT SCIENCE",2020,"Transgenic"
"J","Wang, Q; Li, Y; Sun, FS; Li, XY; Wang, PD; Chang, JL; Wang, YS; Yang, GX; He, GY","Co-expression of high-molecular-weight glutenin subunit 1Ax1 and Puroindoline a (Pina) genes in transgenic durum wheat (Triticum turgidum ssp. durum) improves milling and pasting quality","BMC PLANT BIOLOGY",2019,"Transgenic"
"J","Hu, LL; Luo, GL; Zhu, X; Wang, SH; Wang, LX; Cheng, XZ; Chen, HL","Genetic Diversity and Environmental Influence on Yield and Yield-Related Traits of Adzuki Bean (Vigna angularis L.)","PLANTS-BASEL",2022,"Transgenic"
"J","Correia, NM; Durigan, JC","Selectivity of different glyphosate-derived herbicides to soybean RR","PLANTA DANINHA",2007,"Transgenic"
"J","Zhang, Z; Chen, LM; Yu, JJ","Maize WRKY28 interacts with the DELLA protein D8 to affect skotomorphogenesis and participates in the regulation of shade avoidance and plant architecture","JOURNAL OF EXPERIMENTAL BOTANY",2023,"Transgenic"
"J","Dalmacio, SC; Lugod, TR; Serrano, EM; Munkvold, GP","Reduced incidence of bacterial rot on transgenic insect-resistant maize in the Philippines","PLANT DISEASE",2007,"Transgenic"
"J","Bellec, Y; Guyon-Debast, A; Francois, T; Gissot, L; Biot, E; Nogue, F; Faure, JD; Tepfer, M","New Flowering and Architecture Traits Mediated by Multiplex CRISPR-Cas9 Gene Editing in Hexaploid Camelina sativa","AGRONOMY-BASEL",2022,"Transgenic"
"J","Zhou, WQ; Zhou, YQ; He, CY; Mou, BQ; Zhou, W","Over-Expression ofOshox4Enhances Drought and Salinity Tolerance in Rice","RUSSIAN JOURNAL OF PLANT PHYSIOLOGY",2020,"Transgenic"
"J","Ji, YY; Huang, WT; Wu, BW; Fang, ZM; Wang, XL","The amino acid transporter AAP1 mediates growth and grain yield by regulating neutral amino acid uptake and reallocation in Oryza sativa","JOURNAL OF EXPERIMENTAL BOTANY",2020,"Transgenic"
"J","Zhang, DF; Li, B; Jia, GQ; Zhang, TF; Dai, JR; Li, JS; Wang, SC","Isolation and characterization of genes encoding GRF transcription factors and GIF transcriptional coactivators in Maize (Zea mays L.)","PLANT SCIENCE",2008,"Transgenic"
"S","Ricroch, AE","What Will Be the Benefits of Biotech Wheat for European Agriculture?","WHEAT BIOTECHNOLOGY: METHODS AND PROTOCOLS",2017,"Transgenic"
"J","Kocourek, F; Stara, J","Efficacy of Bt Maize against European Corn Borer in Central Europe","PLANT PROTECTION SCIENCE",2012,"Transgenic"
"J","Wang, WL; Wu, YZ; Shi, RR; Sun, MW; Li, QX; Zhang, GQ; Wu, JJ; Wang, Y; Wang, W","Overexpression of wheat alpha-mannosidase gene TaMP impairs salt tolerance in transgenic Brachypodium distachyon","PLANT CELL REPORTS",2020,"Transgenic"
"J","Yang, BJ; Wendrich, JR; De Rybel, B; Weijers, D; Xue, HW","Rice microtubule-associated protein IQ67-DOMAIN14 regulates grain shape by modulating microtubule cytoskeleton dynamics","PLANT BIOTECHNOLOGY JOURNAL",2020,"Transgenic"
"J","Jorasch, P","Potential, Challenges, and Threats for the Application of New Breeding Techniques by the Private Plant Breeding Sector in the EU","FRONTIERS IN PLANT SCIENCE",2020,"Transgenic"
"J","Benedetti, M; Vecchi, V; Guardini, Z; Dall'Osto, L; Bassi, R","Expression of a Hyperthermophilic Cellobiohydrolase in Transgenic Nicotiana tabacum by Protein Storage Vacuole Targeting","PLANTS-BASEL",2020,"Transgenic"
"J","Dong, YH; Meng, XL; Wang, YN; Hu, TL; Wang, ST; Cao, KQ","Screening of pathogenicity-deficient Fusarium oxysporum mutants established by Agrobacterium tumefaciens-mediated transformation","CANADIAN JOURNAL OF PLANT PATHOLOGY",2021,"Transgenic"
"J","Malik, K; Wu, K; Li, XQ; Martin-Heller, T; Hu, M; Foster, E; Tian, L; Wang, C; Ward, K; Jordan, M; Brown, D; Gleddie, S; Simmonds, D; Zheng, S; Simmonds, J; Miki, B","A constitutive gene expression system derived from the tCUP cryptic promoter elements","THEORETICAL AND APPLIED GENETICS",2002,"Transgenic"
"J","Bui, TP; Ly, LK; Do, PT; Nguyen, NH; Nguyen, PV; Tran, QH; Pham, NB; Chu, H","Improvement of biomass production in transgenic Melia azedarach L. plants by the expression of a GA20-oxidase gene","TURKISH JOURNAL OF BOTANY",2019,"Transgenic"
"J","Zhu, XB; Zheng, KJ; Lu, L; Yu, H; Wang, FW; Yang, XJ; Bhat, JA; Zhao, BF; Wang, Y; Li, HY; Yang, SX; Feng, XZ","Disruption of CHORISMATE SYNTHASE1 leads to yellow-green variegation in soybean leaves","JOURNAL OF EXPERIMENTAL BOTANY",2023,"Transgenic"
"J","Liu, HB; Luo, Q; Tan, C; Song, J; Zhang, T; Men, S","Biosynthesis- and transport-mediated dynamic auxin distribution during seed development controls seed size in Arabidopsis","PLANT JOURNAL",2023,"Transgenic"
"J","Zhao, Y; Ma, RY; Xu, DL; Bi, HH; Xia, ZL; Peng, HR","Genome-Wide Identification and Analysis of the AP2 Transcription Factor Gene Family in Wheat (Triticum aestivum L.)","FRONTIERS IN PLANT SCIENCE",2019,"Transgenic"
"J","Alvarez, R","Analysis of yield response variability to nitrogen fertilization in experiments performed in the Argentine Pampas","COMMUNICATIONS IN SOIL SCIENCE AND PLANT ANALYSIS",2008,"Transgenic"
"J","Mayta, ML; Arce, RC; Zurbriggen, MD; Valle, EM; Hajirezaei, MR; Zanor, MI; Carrillo, N","Expression of a Chloroplast-Targeted Cyanobacterial Flavodoxin in Tomato Plants Increases Harvest Index by Altering Plant Size and Productivity","FRONTIERS IN PLANT SCIENCE",2019,"Transgenic"
"J","Rehman, SU; Wang, JY; Chang, XP; Zhang, XY; Mao, XG; Jing, RL","A wheat protein kinase gene TaSnRK2.9-5A associated with yield contributing traits","THEORETICAL AND APPLIED GENETICS",2019,"Transgenic"
"J","Zhang, YH; Cheng, Q; Liao, CM; Li, LX; Gou, CJ; Chen, Z; Wang, YA; Liu, BH; Kong, FJ; Chen, LY","GmTOC1b inhibits nodulation by repressing GmNIN2a and GmENOD40-1 in soybean","FRONTIERS IN PLANT SCIENCE",2022,"Transgenic"
"J","Wijewardene, I; Mishra, N; Sun, L; Smith, J; Zhu, XL; Payton, P; Shen, GX; Zhang, H","Improving drought-, salinity-, and heat-tolerance in transgenic plants by co-overexpressing Arabidopsis vacuolar pyrophosphatase gene AVP1 and Larrea Rubisco activase gene RCA","PLANT SCIENCE",2020,"Transgenic"
"J","Simkin, AJ; McAusland, L; Headland, LR; Lawson, T; Raines, CA","Multigene manipulation of photosynthetic carbon assimilation increases CO2 fixation and biomass yield in tobacco","JOURNAL OF EXPERIMENTAL BOTANY",2015,"Transgenic"
"J","Wang, XH; Yang, GZ; Shi, MX; Hao, DL; Wei, QX; Wang, ZG; Fu, S; Su, YH; Xia, JX","Disruption of an amino acid transporter LHT1 leads to growth inhibition and low yields in rice","BMC PLANT BIOLOGY",2019,"Transgenic"
"J","MCHUGHEN, A; ROWLAND, GG","THE EFFECT OF T-DNA ON THE AGRONOMIC PERFORMANCE OF TRANSGENIC FLAX PLANTS","EUPHYTICA",1991,"Transgenic"
"J","Xu, JP; Schubert, J; Altpeter, F","Dissection of RNA-mediated ryegrass mosaic virus resistance in fertile transgenic perennial ryegrass (Lolium perenne L.)","PLANT JOURNAL",2001,"Transgenic"
"J","Asensi-Fabado, MA; Ammon, A; Sonnewald, U; Munne-Bosch, S; Voll, LM","Tocopherol deficiency reduces sucrose export from salt-stressed potato leaves independently of oxidative stress and symplastic obstruction by callose","JOURNAL OF EXPERIMENTAL BOTANY",2015,"Transgenic"
"J","Iqbal, MS; Jabbar, B; Sharif, MN; Ali, Q; Husnain, T; Nasir, IA","In silico MCMV Silencing Concludes Potential Host-Derived miRNAs in Maize","FRONTIERS IN PLANT SCIENCE",2017,"Transgenic"
"J","Cesco, VJS; Krenchinski, FH; Rodrigues, DM; Nardi, R; Albrecht, AJP; Albrecht, LP","AGRONOMIC PERFORMANCE OF INTACTA RR2 SOYBEAN SUBMITTED TO DOSES OF GLYPHOSATE","PLANTA DANINHA",2018,"Transgenic"
"J","Kir, G; Ye, HX; Nelissen, H; Neelakandan, AK; Kusnandar, AS; Luo, AD; Inze, D; Sylvester, AW; Yin, YH; Becraft, PW","RNA Interference Knockdown of BRASSINOSTEROID INSENSITIVE1 in Maize Reveals Novel Functions for Brassinosteroid Signaling in Controlling Plant Architecture","PLANT PHYSIOLOGY",2015,"Transgenic"
"S","Wang, MZ; Lu, SF","Genetic Transformation of Salvia miltiorrhiza","SALVIA MILTIORRHIZA GENOME",2019,"Transgenic"
"J","Liu, L; Zhou, Y; Szczerba, MW; Li, XH; Lin, YJ","Identification and Application of a Rice Senescence-Associated Promoter","PLANT PHYSIOLOGY",2010,"Transgenic"
"J","Wu, HR; Ding, ZS; Li, LB; Jing, YX; Kuang, TY","Expression of the large isoform of ribulose-1,5-bisphosphate carboxylase/oxygenase activase gene driven by rbcS promoter in Oryza sativa enhances the photosynthetic capacity","PHOTOSYNTHETICA",2006,"Transgenic"
"J","Kong, WL; Deng, XX; Liao, ZY; Wang, YB; Zhou, MA; Wang, ZH; Li, YS","De novo assembly of two chromosome-level rice genomes and bin-based QTL mapping reveal genetic diversity of grain weight trait in rice","FRONTIERS IN PLANT SCIENCE",2022,"Transgenic"
"J","Denaeghel, HER; Desmet, S; De Keyser, E; Dhooghe, E; Eeckhaut, T; Van Huylenbroeck, J; Van Labeke, MC; Van Laere, K","Introgression of rol genes from rhizogenic Agrobacterium strains into Escallonia spp.","PLANT CELL TISSUE AND ORGAN CULTURE",2020,"Transgenic"
"J","Lana, FD; Madden, LV; Carvalho, CP; Paul, PA","Impact of Gibberella Ear Rot on Grain Quality and Yield Components in Maize as Influenced by Hybrid Reaction","PLANT DISEASE",2022,"Transgenic"
"J","Uddin, MI; Qi, YH; Yamada, S; Shibuya, I; Deng, XP; Kwak, SS; Kaminaka, H; Tanaka, K","Overexpression of a new rice vacuolar antiporter regulating protein OsARP improves salt tolerance in tobacco","PLANT AND CELL PHYSIOLOGY",2008,"Transgenic"
"B","Bezerra, ARG; Sediyama, T; da Silva, FL; Borem, A; da Silva, AF; Silva, FCD","Agronomical Aspects of the Development of Cultivars","SOYBEAN BREEDING",2017,"Transgenic"
"J","Zhang, YR; Zhou, JF; Wei, F; Song, TQ; Yu, Y; Yu, M; Fan, QR; Yang, YN; Xue, G; Zhang, XK","Nucleoredoxin Gene TaNRX1 Positively Regulates Drought Tolerance in Transgenic Wheat (Triticum aestivum L.)","FRONTIERS IN PLANT SCIENCE",2021,"Transgenic"
